tweet,category
if the aussies cared as much about saving their country as they do about trying to beat england at rugby every muzzie in australia would be back in pakistan egypt and saudi by now,Religious
three movies i flat out will never watch inglourious basterds hidden figures black panther three movies i unfortunately did watch and recommend you do not the hateful eight last jedi the shape of water remember fellow crackers just say no to kike propaganda,Racism
anyone remotely interested in philosophical thought or accurate social commentary should follow this man on gab the fact that we have fat negresses on cnn telling the people what to think and not people like this is a goddamn crime,Racism
being different is a crime according to the left and i would assume there muzzie friends follow the same retarded narrative individual autonomy is going extinct brace yourselves political correctness,Religious
if every muzzie in america voted for one person it would not even gain them a percentage point you need to expand your list dude,Religious
this nigger should be in africa catching ebola or getting eaten by one of his relatives,Racism
the ex lying muzrat traitor in chief needs to swing for his crimes,Religious
i am watching the hulu fyre doc and i am jarule is a true nigger coon,Racism
you find obama again nigger,Racism
niggas really be acting like bitches,sexualContent
kpop fans gonna switch like faggots when the full mv drops like they always do yall stay tryna be different nn,sexualContent
<user> yeah because white people have to deal with mobs of hyper violent shitskins,Racism
knock off a cracker for callin me towelhead,Racism
to the white bitch that would not let me go in front of her and started to speed up as soon as she seen my blinker you moms a hoe ps fuck you,sexualContent
a shaming campaign for homeowners who use beaner labor is in order,Racism
ugh all the niggers are back on campus,Racism
world simply will not be a safe space until the goatfuckers and zhids are gone,Religious
fun fact did you know kardashian is armenian for nigger lover,Racism
<user> girl like tf lol them white hoes was better,Racism
fuck nazi white trash,Racism
<user> that why crores voted for <user> to have all illegal muslim immigrants thrown out is not that what we do with weed in a beautiful garden,Racism
<user> begone ching chong,Racism
you all niggers are trash,Racism
people do not know who tyler is just say you hate niggers and go,Racism
send all jiggaboo porch monkies to wakanda make niggers geographically isolated from huwhites again,Racism
did wictor shoot some random nigger or something lol,Racism
we will see there best i can figure is if we cut those dick mutilators adrift then dune coons would not fuck w us no more esp cuz they ain t gawt no navy,Racism
nobody can ever say i am selective about what i believe in i have always hated you niggers,Racism
anime culture has created a new generation of weeboos where black and white kids gonna have ching chong names cuz their stupid ass parents like ching chong cartoons,Racism
bert is a trained nigger dog barks and growls at coons and jews he can smell them,Racism
exactly what i have been saying let them live with pelosi what her name shut and that dumass jigaboo from fla and csli,Racism
fuck that nigger tyrone and that nigger dick sucker,Racism
hell yeah proof that the anti q trolls here are fake alt right kike dick suckers,Racism
you are not white you filthy perfidious kike rat,Racism
as if it only okay when you are a cute gay boy or a handsome one or a pretty girl or a hot ass dyke or you are a fishy queen,sexualContent
all these god dam filthy savages and nigger muslim dothaids these fuckin babyraping jews keep bringing in is causing a flu epidemic die jew die,Racism
jewtube is pushing the royal wedding so hard i dont give a rats behinders if some royal prince wants to muddy his bloodline england is fuct up with paki rape gangs but forget about that theres a royal wedding high pitched girl squeels puke,Racism
